PlotNumber,Site,ProjectID,Treatment,Year,SiteSurveyor,RelocationConfidence,Longitude,Latitude,Elevation,Species,present,Functional_group
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,VALESIT,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ABIEAMA,1,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ABIELAS,1,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,AMELALN,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ARNILAT,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CHAMANG,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CHIMUMB,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CLINUNI,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CORNCAN,0,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,GOODOBL,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,LONIUTA,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,LUPIARC,0,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ORTHSEC,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PAXIMYR,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PICEENG,1,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PINUCON,0,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PSEUMEN,0,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PYROASA,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RHODALB,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RIBEACE,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RIBELAC,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RUBUPAR,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RUBUPED,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,SORBSCO,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,SORBSIT,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,SPIRLUC,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,TIARTRI,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,TSUGHET,0,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,VACCMEM,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,VACCSCO,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,VALESIT,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,ABIEAMA,1,tree
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,ABIELAS,1,tree
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,AMELALN,0,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,ARNILAT,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,CHAMANG,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,CHIMUMB,0,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,CLINUNI,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,CORNCAN,0,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,GOODOBL,0,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,LONIUTA,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,LUPIARC,0,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,ORTHSEC,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,PAXIMYR,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,PICEENG,1,tree
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,PINUCON,0,tree
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,PSEUMEN,0,tree
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,PYROASA,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,RHODALB,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,RIBEACE,0,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,RIBELAC,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,RUBUPAR,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,RUBUPED,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,SORBSCO,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,SORBSIT,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,SPIRLUC,0,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,TIARTRI,1,herb
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,TSUGHET,0,tree
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,VACCMEM,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,VACCSCO,1,shrub
14-4316_Error,14-4316,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.765186,49.04008403,1557.805664,VALESIT,1,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,ABIEAMA,1,tree
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,ABIELAS,1,tree
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,AMELALN,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,ARNILAT,1,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,CHAMANG,1,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,CHIMUMB,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,CLINUNI,0,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,CORNCAN,0,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,GOODOBL,1,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,LONIUTA,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,LUPIARC,1,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,ORTHSEC,1,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,PAXIMYR,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,PICEENG,1,tree
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,PINUCON,0,tree
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,PSEUMEN,1,tree
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,PYROASA,0,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,RHODALB,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,RIBEACE,0,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,RIBELAC,0,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,RUBUPAR,0,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,RUBUPED,0,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,SORBSCO,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,SORBSIT,0,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,SPIRLUC,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,TIARTRI,0,herb
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,TSUGHET,1,tree
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,VACCMEM,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,VACCSCO,1,shrub
14-4317_2025,14-4317,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764637,49.04947403,1554.978394,VALESIT,1,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,ABIEAMA,0,tree
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,ABIELAS,1,tree
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,AMELALN,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,ARNILAT,1,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,CHAMANG,1,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,CHIMUMB,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,CLINUNI,0,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,CORNCAN,0,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,GOODOBL,1,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,LONIUTA,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,LUPIARC,1,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,ORTHSEC,1,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,PAXIMYR,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,PICEENG,1,tree
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,PINUCON,1,tree
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,PSEUMEN,1,tree
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,PYROASA,0,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,RHODALB,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,RIBEACE,0,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,RIBELAC,0,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,RUBUPAR,0,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,RUBUPED,0,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,SORBSCO,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,SORBSIT,0,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,SPIRLUC,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,TIARTRI,0,herb
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,TSUGHET,0,tree
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,VACCMEM,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,VACCSCO,1,shrub
14-4317_Error,14-4317,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.764562,49.05003796,1551.628784,VALESIT,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,ABIEAMA,0,tree
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,ABIELAS,0,tree
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,AMELALN,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,ARNILAT,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,CHAMANG,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,CHIMUMB,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,CLINUNI,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,CORNCAN,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,GOODOBL,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,LONIUTA,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,LUPIARC,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,ORTHSEC,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,PAXIMYR,1,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,PICEENG,0,tree
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,PINUCON,0,tree
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,PSEUMEN,0,tree
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,PYROASA,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,RHODALB,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,RIBEACE,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,RIBELAC,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,RUBUPAR,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,RUBUPED,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,SORBSCO,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,SORBSIT,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,SPIRLUC,1,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,TIARTRI,0,herb
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,TSUGHET,0,tree
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,VACCMEM,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,VACCSCO,0,shrub
14-4320_2025,14-4320,Manning Park Project 2025,2025,2025,CML RNW,High,-120.771043,49.07690699,1819.606201,VALESIT,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,ABIEAMA,0,tree
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,ABIELAS,0,tree
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,AMELALN,1,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,ARNILAT,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,CHAMANG,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,CHIMUMB,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,CLINUNI,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,CORNCAN,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,GOODOBL,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,LONIUTA,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,LUPIARC,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,ORTHSEC,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,PAXIMYR,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,PICEENG,0,tree
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,PINUCON,0,tree
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,PSEUMEN,0,tree
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,PYROASA,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,RHODALB,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,RIBEACE,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,RIBELAC,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,RUBUPAR,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,RUBUPED,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,SORBSCO,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,SORBSIT,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,SPIRLUC,1,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,TIARTRI,0,herb
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,TSUGHET,0,tree
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,VACCMEM,0,shrub
14-4320_Error,14-4320,Manning Park Project 2025,Error,2025,CML RNW,High,-120.77039,49.07645999,1804.173218,VACCSCO,0,shrub
